Store,id,res_id,City,StreetNa_1,ADDRESS,House_Num1,House_Num2,House_Num3,House_Num4,House_Num5,House_Num6,Build_type,adres_full,Cell,Y,X,car,pedestrian,Status,Type,Year_buld,floors,flats,Matwalls,people,Key_Accou,Bus
KFC Belorusskaya Moscow,5003000133,0,Москва,Верхняя,18,18, , , , , ,Жил,"Москва, Верхняя, 18",C9,"37,575566","55,77867",5,15,active, ,1970,14,112,кирпич,300, ,15
KFC Belorusskaya Moscow,5003000134,0,Москва,Верхняя,23,23, , , , , ,Нежил,"Москва, Верхняя, 23",C9,"37,575455","55,777718",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000135,0,Москва,Верхняя,34,34, , , , , ,Нежил,"Москва, Верхняя, 34",C9,"37,57456","55,779005",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000136,0,Москва,Верхняя,34 стр 10,34, , ,стр,10,стр 10,Нежил,"Москва, Верхняя, 34 стр 10",C9,"37,572461","55,780029",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000137,0,Москва,Верхняя,34 стр 2,34, , ,стр,2,стр 2,Нежил,"Москва, Верхняя, 34 стр 2",C9,"37,572663","55,779581",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000138,0,Москва,Верхняя,34 стр 3,34, , ,стр,3,стр 3,Нежил,"Москва, Верхняя, 34 стр 3",C9,"37,572175","55,779844",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000139,0,Москва,Верхняя,3 кор 1,3,кор,1, , , ,Жил,"Москва, Верхняя, 3 кор 1",C9,"37,575615","55,777323",5,15,active, ,1970,9,72,кирпич,193, ,15
KFC Belorusskaya Moscow,5003000140,0,Москва,Верхняя,3 кор 2,3,кор,2, , , ,Жил,"Москва, Верхняя, 3 кор 2",C9,"37,575022","55,776661",5,15,active, ,1970,9,72,кирпич,193, ,15
KFC Belorusskaya Moscow,5003000141,0,Москва,Волков переулок,10,10, , , , , ,Нежил,"Москва, Волков переулок, 10",C6,"37,574468","55,762887",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000142,0,Москва,Волков переулок,13 стр 1,13, , ,стр,1,стр 1,Нежил,"Москва, Волков переулок, 13 стр 1",C6,"37,573879","55,763639",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000143,0,Москва,Волков переулок,15 стр 1,15, , ,стр,1,стр 1,Нежил,"Москва, Волков переулок, 15 стр 1",C6,"37,573719","55,763906",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000144,0,Москва,Волков переулок,17,17, , , , , ,Жил,"Москва, Волков переулок, 17",C6,"37,573702","55,764226",5,0,active, ,1965,9,72,блок,181, ,0
KFC Belorusskaya Moscow,5003000145,0,Москва,Волков переулок,19 стр 1,19, , ,стр,1,стр 1,Нежил,"Москва, Волков переулок, 19 стр 1",C6,"37,573386","55,764548",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000146,0,Москва,Волков переулок,21,21, , , , , ,Жил,"Москва, Волков переулок, 21",C6,"37,573566","55,76499",5,0,active, ,1965,9,72,кирпич,181, ,0
KFC Belorusskaya Moscow,5003000147,0,Москва,Волков переулок,4,4, , , , , ,Нежил,"Москва, Волков переулок, 4",C6,"37,574985","55,761814",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000148,0,Москва,Волков переулок,5,5, , , , , ,Жил,"Москва, Волков переулок, 5",C6,"37,57401","55,762342",10,0,active, ,1965,9,72,блок,181, ,0
KFC Belorusskaya Moscow,5003000149,0,Москва,Волков переулок,7-9 стр 1,7-9, , ,стр,1,стр 1,Жил,"Москва, Волков переулок, 7-9 стр 1",C6,"37,572851","55,762652",5,0,active, ,1930,5,29,кирпич,73, ,0
KFC Belorusskaya Moscow,5003000150,0,Москва,Волков переулок,7-9 стр 2,7-9, , ,стр,2,стр 2,Жил,"Москва, Волков переулок, 7-9 стр 2",C6,"37,573522","55,762606",10,0,active, ,1930,5,30,кирпич,75, ,0
KFC Belorusskaya Moscow,5003000151,0,Москва,Волков переулок,7-9 стр 3,7-9, , ,стр,3,стр 3,Жил,"Москва, Волков переулок, 7-9 стр 3",C6,"37,572994","55,763246",5,0,active, ,1930,5,38,кирпич,95, ,0
KFC Belorusskaya Moscow,5003000152,0,Москва,Волков переулок,7-9 стр 5,7-9, , ,стр,5,стр 5,Нежил,"Москва, Волков переулок, 7-9 стр 5",C6,"37,573941","55,763066",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000153,0,Москва,Волков переулок,9 стр 1,9, , ,стр,1,стр 1,Жил,"Москва, Волков переулок, 9 стр 1",C6,"37,573865","55,763351",10,0,active, ,1965,9,72,блок,181, ,0
KFC Belorusskaya Moscow,5003000154,0,Москва,Грузинский Вал,9,9, , , , , ,Нежил,"Москва, Грузинский Вал, 9",D3,"37,561209","55,773842",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000155,0,Москва,Звенигородское шоссе,18/20 кор 1,18/20,кор,1, , , ,БЦ,"Москва, Звенигородское шоссе, 18/20 кор 1",C7,"37,556053","55,764343",5,0,active, ,0,0,0, ,1000,На Звенигородском,0
KFC Belorusskaya Moscow,5003000156,0,Москва,Звенигородское шоссе,2,2, , , , , ,Жил,"Москва, Звенигородское шоссе, 2",C7,"37,559132","55,764375",5,0,active, ,1977,9,128,кирпич,321, ,0
KFC Belorusskaya Moscow,5003000157,0,Москва,Звенигородское шоссе,20 стр 5,20, , ,стр,5,стр 5,Нежил,"Москва, Звенигородское шоссе, 20 стр 5",C7,"37,55398","55,765253",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000158,0,Москва,Звенигородское шоссе,20 стр 8,20, , ,стр,8,стр 8,Нежил,"Москва, Звенигородское шоссе, 20 стр 8",C7,"37,554798","55,764679",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000159,0,Москва,Звенигородское шоссе,20 стр 9,20, , ,стр,9,стр 9,Нежил,"Москва, Звенигородское шоссе, 20 стр 9",C7,"37,553797","55,764826",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000177,0,Москва,Звенигородское шоссе,4,4, , , , , ,Нежил,"Москва, Звенигородское шоссе, 4",C7,"37,55769","55,764039",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000179,0,Москва,Зоологический переулок,10,10, , , , , ,Нежил,"Москва, Зоологический переулок, 10",C6,"37,573614","55,765488",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000180,0,Москва,Зоологический переулок,4-6,4-6, , , , , ,Жил,"Москва, Зоологический переулок, 4-6",C6,"37,57562","55,76554",5,0,active, ,1960,5,61,кирпич,153, ,0
KFC Belorusskaya Moscow,5003000181,0,Москва,Зоологический переулок,8,8, , , , , ,Жил,"Москва, Зоологический переулок, 8",C6,"37,574629","55,765666",5,0,active, ,1975,14,156,кирпич,392, ,0
KFC Belorusskaya Moscow,5003000182,0,Москва,Зоологический переулок,9-11,9-11, , , , , ,Жил,"Москва, Зоологический переулок, 9-11",C6,"37,572955","55,765026",5,0,active, ,1960,5,30,кирпич,75, ,0
KFC Belorusskaya Moscow,5003000183,0,Москва,Климашкина,1,1, , , , , ,Жил,"Москва, Климашкина, 1",C6,"37,57575","55,767175",5,15,active, ,1965,6,40,кирпич,100, ,15
KFC Belorusskaya Moscow,5003000184,0,Москва,Климашкина,10,10, , , , , ,Жил,"Москва, Климашкина, 10",C6,"37,575019","55,768455",5,15,active, ,2007,10,126,монолит,316, ,15
KFC Belorusskaya Moscow,5003000185,0,Москва,Климашкина,10 стр 2,10, , ,стр,2,стр 2,Нежил,"Москва, Климашкина, 10 стр 2",C6,"37,575642","55,768048",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000186,0,Москва,Климашкина,12,12, , , , , ,Жил,"Москва, Климашкина, 12",C6,"37,574057","55,768334",5,15,active, ,1960,7,148,кирпич,371, ,15
KFC Belorusskaya Moscow,5003000187,0,Москва,Климашкина,13Б,13Б, , , , , ,Нежил,"Москва, Климашкина, 13Б",C6,"37,569853","55,767057",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000188,0,Москва,Климашкина,13Б стр 1,13Б, , ,стр,1,стр 1,Нежил,"Москва, Климашкина, 13Б стр 1",C6,"37,569516","55,767547",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000189,0,Москва,Климашкина,14,14, , , , , ,Жил,"Москва, Климашкина, 14",C6,"37,57063","55,76845",5,15,active, ,1960,5,60,кирпич,151, ,15
KFC Belorusskaya Moscow,5003000190,0,Москва,Климашкина,15,15, , , , , ,Жил,"Москва, Климашкина, 15",C6,"37,568575","55,767132",5,0,active, ,1960,4,24,кирпич,60, ,0
KFC Belorusskaya Moscow,5003000191,0,Москва,Климашкина,16,16, , , , , ,Жил,"Москва, Климашкина, 16",C6,"37,570135","55,768048",5,0,active, ,1975,6,20,кирпич,50, ,0
KFC Belorusskaya Moscow,5003000192,0,Москва,Климашкина,17,17, , , , , ,Нежил,"Москва, Климашкина, 17",C6,"37,568165","55,767658",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000193,0,Москва,Климашкина,17 стр 2,17, , ,стр,2,стр 2,Жил,"Москва, Климашкина, 17 стр 2",C6,"37,568187","55,767289",5,0,active, ,2000,9,48,монолит,125, ,0
KFC Belorusskaya Moscow,5003000194,0,Москва,Климашкина,18 кор 1,18,кор,1, , , ,Нежил,"Москва, Климашкина, 18 кор 1",C6,"37,569257","55,768083",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000195,0,Москва,Климашкина,19,19, , , , , ,Жил,"Москва, Климашкина, 19",C6,"37,56737","55,767387",5,0,active, ,2000,15,120,монолит,301, ,15
KFC Belorusskaya Moscow,5003000196,0,Москва,Климашкина,20,20, , , , , ,Жил,"Москва, Климашкина, 20",C6,"37,568246","55,76826",5,0,active, ,1960,6,96,кирпич,241, ,15
KFC Belorusskaya Moscow,5003000197,0,Москва,Климашкина,21,21, , , , , ,Жил,"Москва, Климашкина, 21",C6,"37,565891","55,767736",5,0,active, ,1960,8,134,кирпич,336, ,15
KFC Belorusskaya Moscow,5003000198,0,Москва,Климашкина,22,22, , , , , ,Жил,"Москва, Климашкина, 22",C6,"37,567197","55,768404",5,0,active, ,1960,6,60,кирпич,151, ,15
KFC Belorusskaya Moscow,5003000199,0,Москва,Климашкина,22 стр 2,22, , ,стр,2,стр 2,Нежил,"Москва, Климашкина, 22 стр 2",C6,"37,567794","55,768875",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000200,0,Москва,Климашкина,24,24, , , , , ,Жил,"Москва, Климашкина, 24",C6,"37,566613","55,768457",5,0,active, ,1960,4,46,кирпич,115, ,15
KFC Belorusskaya Moscow,5003000201,0,Москва,Климашкина,26,26, , , , , ,Жил,"Москва, Климашкина, 26",C6,"37,565946","55,768395",5,0,active, ,1960,4,46,кирпич,115, ,15
KFC Belorusskaya Moscow,5003000202,0,Москва,Климашкина,5,5, , , , , ,Жил,"Москва, Климашкина, 5",C6,"37,575007","55,767055",5,15,active, ,1960,5,32,кирпич,80, ,15
KFC Belorusskaya Moscow,5003000203,0,Москва,Климашкина,8,8, , , , , ,Жил,"Москва, Климашкина, 8",C6,"37,575649","55,767607",5,15,active, ,1960,5,39,кирпич,98, ,15
KFC Belorusskaya Moscow,5003000204,0,Москва,Климашкина,9,9, , , , , ,Жил,"Москва, Климашкина, 9",C6,"37,573584","55,76746",5,15,active, ,1965,10,108,кирпич,271, ,15
KFC Belorusskaya Moscow,5003000205,0,Москва,Красная Пресня,10,10, , , , , ,Нежил,"Москва, Красная Пресня, 10",C6,"37,573758","55,761786",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000206,0,Москва,Красная Пресня,12,12, , , , , ,Жил,"Москва, Красная Пресня, 12",C6,"37,573239","55,761614",10,0,active, ,1965,9,68,блок,171, ,0
KFC Belorusskaya Moscow,5003000207,0,Москва,Красная Пресня,14,14, , , , , ,Жил,"Москва, Красная Пресня, 14",C6,"37,57232","55,761924",10,0,active, ,1965,9,68,блок,171, ,0
KFC Belorusskaya Moscow,5003000208,0,Москва,Красная Пресня,16,16, , , , , ,Нежил,"Москва, Красная Пресня, 16",C6,"37,571781","55,762271",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000209,0,Москва,Красная Пресня,20 стр 4,20, , ,стр,4,стр 4,Нежил,"Москва, Красная Пресня, 20 стр 4",C6,"37,570629","55,762395",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000210,0,Москва,Красная Пресня,22,22, , , , , ,БЦ,"Москва, Красная Пресня, 22",C6,"37,570674","55,762034",5,0,active, ,0,0,0, ,740, ,0
KFC Belorusskaya Moscow,5003000211,0,Москва,Красная Пресня,24,24, , , , , ,БЦ,"Москва, Красная Пресня, 24",C6,"37,569901","55,762241",5,0,active, ,0,0,0, ,1111,Тропикано,0
KFC Belorusskaya Moscow,5003000212,0,Москва,Красная Пресня,24 стр 1,24, , ,стр,1,стр 1,Нежил,"Москва, Красная Пресня, 24 стр 1",C6,"37,570167","55,762837",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000213,0,Москва,Красная Пресня,26 стр 1,26, , ,стр,1,стр 1,Нежил,"Москва, Красная Пресня, 26 стр 1",C6,"37,569178","55,762496",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000214,0,Москва,Красная Пресня,26 стр 2,26, , ,стр,2,стр 2,Нежил,"Москва, Красная Пресня, 26 стр 2",C6,"37,56914","55,762151",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000215,0,Москва,Красная Пресня,28,28, , , , , ,Нежил,"Москва, Красная Пресня, 28",C6,"37,568752","55,762281",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000216,0,Москва,Красная Пресня,28 стр 2,28, , ,стр,2,стр 2,Нежил,"Москва, Красная Пресня, 28 стр 2",C6,"37,568774","55,762595",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000217,0,Москва,Красная Пресня,30 стр 1,30, , ,стр,1,стр 1,Нежил,"Москва, Красная Пресня, 30 стр 1",C6,"37,568275","55,762276",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000218,0,Москва,Красная Пресня,30 стр 3,30, , ,стр,3,стр 3,Нежил,"Москва, Красная Пресня, 30 стр 3",C6,"37,568256","55,762644",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000219,0,Москва,Красная Пресня,32-34,32-34, , , , , ,Жил,"Москва, Красная Пресня, 32-34",C6,"37,567602","55,762606",10,0,active, ,1960,7,46,кирпич,115, ,0
KFC Belorusskaya Moscow,5003000220,0,Москва,Красная Пресня,36 стр 1,36, , ,стр,1,стр 1,Жил,"Москва, Красная Пресня, 36 стр 1",C6,"37,566763","55,762662",10,0,active, ,1960,6,39,кирпич,98, ,0
KFC Belorusskaya Moscow,5003000221,0,Москва,Красная Пресня,36 стр 2,36, , ,стр,2,стр 2,Жил,"Москва, Красная Пресня, 36 стр 2",C6,"37,567294","55,762938",5,0,active, ,2000,6,36,монолит,90, ,0
KFC Belorusskaya Moscow,5003000222,0,Москва,Красная Пресня,38,38, , , , , ,Жил,"Москва, Красная Пресня, 38",C6,"37,565868","55,762697",5,0,active, ,1960,9,50,кирпич,125, ,15
KFC Belorusskaya Moscow,5003000223,0,Москва,Красная Пресня,44 стр 1,44, , ,стр,1,стр 1,Жил,"Москва, Красная Пресня, 44 стр 1",C6,"37,565079","55,762884",5,0,active, ,1960,4,24,кирпич,60, ,15
KFC Belorusskaya Moscow,5003000224,0,Москва,Красная Пресня,44 стр 2,44, , ,стр,2,стр 2,Нежил,"Москва, Красная Пресня, 44 стр 2",C6,"37,565266","55,763211",5,0,active, ,0,0,0, ,0, ,15
